From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (cellular component)	Pathway	Intramembrane	Subcellular location [CC]	Topological domain	Transmembrane
WP_000533766.1	E9FMJ6	unreviewed	E9FMJ6_9STRE	Small ribosomal subunit protein uS19	rpsS HMPREF0851_01019	Streptococcus sp. M334	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A0H3N1I6	unreviewed	A0A0H3N1I6_STRS4	Small ribosomal subunit protein uS19	rpsS SSUBM407_0070	Streptococcus suis (strain BM407)	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	E1LMS1	unreviewed	E1LMS1_STRMT	Small ribosomal subunit protein uS19	rpsS SMSK564_0774	Streptococcus mitis SK564	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	E1LQ59	unreviewed	E1LQ59_STRMT	Small ribosomal subunit protein uS19	rpsS SMSK597_0092	Streptococcus mitis SK597	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A934PBB0	unreviewed	A0A934PBB0_9STRE	Small ribosomal subunit protein uS19	rpsS JHK64_06955	Streptococcus zalophi	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A125YRJ6	unreviewed	A0A125YRJ6_STROR	Small ribosomal subunit protein uS19	rpsS HMPREF8579_0198	Streptococcus oralis ATCC 35037	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A9X0WP76	unreviewed	A0A9X0WP76_9STRE	Small ribosomal subunit protein uS19	rpsS BTU61_09020	Streptococcus lactarius	93	ribosome [GO:0005840]		GO:0005840		ribosome [GO:0005840]					
WP_000533766.1	A0A139RBK4	unreviewed	A0A139RBK4_9STRE	Small ribosomal subunit protein uS19	rpsS SINDD18_01770 TZ94_00094 TZ96_00103	Streptococcus infantis	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A7H8ZBL2	unreviewed	A0A7H8ZBL2_9STRE	Small ribosomal subunit protein uS19	rpsS HW271_08320	Streptococcus sp. oral taxon 061	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A1B1IEJ0	unreviewed	A0A1B1IEJ0_9STRE	Small ribosomal subunit protein uS19	rpsS AXF18_04345	Streptococcus sp. oral taxon 064	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A109W9B9	unreviewed	A0A109W9B9_9STRE	Small ribosomal subunit protein uS19	rpsS AXE83_10095	Streptococcus sp. oral taxon 431	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	F9P2N2	unreviewed	F9P2N2_STRMT	Small ribosomal subunit protein uS19	rpsS HMPREF9178_1456	Streptococcus mitis bv. 2 str. F0392	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A447Z2A3	unreviewed	A0A447Z2A3_9STRE	Small ribosomal subunit protein uS19	rpsS NCTC3166_00135	Streptococcus viridans	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	G6CBH5	unreviewed	G6CBH5_9STRE	Small ribosomal subunit protein uS19	rpsS HMPREF9184_01665	Streptococcus sp. oral taxon 058 str. F0407	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	E0PP68	unreviewed	E0PP68_STRMT	Small ribosomal subunit protein uS19	rpsS HMPREF8571_0335	Streptococcus mitis ATCC 6249	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	E0Q3B0	unreviewed	E0Q3B0_9STRE	Small ribosomal subunit protein uS19	rpsS HMPREF9189_1541	Streptococcus sp. oral taxon 071 str. 73H25AP	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	E6KK64	unreviewed	E6KK64_STROR	Small ribosomal subunit protein uS19	rpsS HMPREF8578_0629	Streptococcus oralis ATCC 49296	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	F3UUS3	unreviewed	F3UUS3_STRSA	Small ribosomal subunit protein uS19	rpsS HMPREF9380_0261	Streptococcus sanguinis SK49	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	F0I590	unreviewed	F0I590_STRSA	Small ribosomal subunit protein uS19	rpsS HMPREF9381_2330	Streptococcus sanguinis SK72	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	F0IA93	unreviewed	F0IA93_STRSA	Small ribosomal subunit protein uS19	rpsS HMPREF9382_1642	Streptococcus sanguinis SK115	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	F0IIS2	unreviewed	F0IIS2_STRSA	Small ribosomal subunit protein uS19	rpsS HMPREF9383_0024	Streptococcus sanguinis SK150	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	F0IQN7	unreviewed	F0IQN7_STRSA	Small ribosomal subunit protein uS19	rpsS HMPREF9384_0149	Streptococcus sanguinis SK160	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	F2CAC4	unreviewed	F2CAC4_STRSA	Small ribosomal subunit protein uS19	rpsS HMPREF9386_2130	Streptococcus sanguinis SK330	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	F0FG70	unreviewed	F0FG70_STRSA	Small ribosomal subunit protein uS19	rpsS HMPREF9388_1707	Streptococcus sanguinis SK353	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	F3UPA8	unreviewed	F3UPA8_STRSA	Small ribosomal subunit protein uS19	rpsS HMPREF9389_0666	Streptococcus sanguinis SK355	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	F2CHI9	unreviewed	F2CHI9_STRSA	Small ribosomal subunit protein uS19	rpsS HMPREF9391_2255	Streptococcus sanguinis SK408	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	F0FPA4	unreviewed	F0FPA4_STRSA	Small ribosomal subunit protein uS19	rpsS HMPREF9392_0024	Streptococcus sanguinis SK678	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	F3UEE5	unreviewed	F3UEE5_STRSA	Small ribosomal subunit protein uS19	rpsS HMPREF9393_1999	Streptococcus sanguinis SK1056	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	F2BNI4	unreviewed	F2BNI4_STRSA	Small ribosomal subunit protein uS19	rpsS HMPREF9394_0025	Streptococcus sanguinis SK1057	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	F3SKK7	unreviewed	F3SKK7_STRSA	Small ribosomal subunit protein uS19	rpsS HMPREF9397_1679	Streptococcus sanguinis SK1087	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	E7S876	unreviewed	E7S876_9STRE	Small ribosomal subunit protein uS19	rpsS HMPREF9421_0262	Streptococcus australis ATCC 700641	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	E8JVW5	unreviewed	E8JVW5_STRCR	Small ribosomal subunit protein uS19	rpsS HMPREF9422_1345	Streptococcus cristatus ATCC 51100	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	E8K1N5	unreviewed	E8K1N5_9STRE	Small ribosomal subunit protein uS19	rpsS HMPREF9423_1398	Streptococcus infantis ATCC 700779	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	F9HEU6	unreviewed	F9HEU6_9STRE	Small ribosomal subunit protein uS19	rpsS HMPREF9182_1344	Streptococcus sp. oral taxon 056 str. F0418	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	E3CC11	unreviewed	E3CC11_STRPA	Small ribosomal subunit protein uS19	rpsS HMPREF9626_1955	Streptococcus parasanguinis F0405	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	F2QFK3	unreviewed	F2QFK3_STROU	Small ribosomal subunit protein uS19	rpsS SOR_1775	Streptococcus oralis (strain Uo5)	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	X8KEV2	unreviewed	X8KEV2_9STRE	Small ribosomal subunit protein uS19	rpsS HMPREF1516_1593	Streptococcus sp. CM6	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
